adviser,3260,125,256,6000,256,16,128
amdahl,470v7,29,8000,32000,32,8,32
amdahl,470v7a,29,8000,32000,32,8,32
amdahl,470v7b,29,8000,32000,32,8,32
amdahl,470v7c,29,8000,16000,32,8,16
amdahl,470vb,26,8000,32000,64,8,32
amdahl,5805840,23,16000,32000,64,16,32
amdahl,5805850,23,16000,32000,64,16,32
amdahl,5805860,23,16000,64000,64,16,32
amdahl,5805880,23,32000,64000,128,32,64
apollo,dn320,400,1000,3000,0,1,2
apollo,dn420,400,512,3500,4,1,6
basf,Apr-49,60,2000,8000,65,1,8
basf,Apr-49,50,4000,16000,65,1,8
bti,5000,350,64,64,0,1,4
bti,8000,200,512,16000,0,4,32
burroughs,b1955,167,524,2000,8,4,15
burroughs,b2900,143,512,5000,0,7,32
burroughs,b2925,143,1000,2000,0,5,16
burroughs,b4955,110,5000,5000,142,8,64
burroughs,b5900,143,1500,6300,0,5,32
burroughs,b5920,143,3100,6200,0,5,20
burroughs,b6900,143,2300,6200,0,6,64
burroughs,b6925,110,3100,6200,0,6,64
c.r.d,681080,320,128,6000,0,1,12
c.r.d,universe2203t,320,512,2000,4,1,3
c.r.d,universe68,320,256,6000,0,1,6
c.r.d,universe6805,320,256,3000,4,1,3
c.r.d,universe68137,320,512,5000,4,1,5
c.r.d,universe6837,320,256,5000,4,1,6
cdc,cyber170750,25,1310,2620,131,12,24
cdc,cyber170760,25,1310,2620,131,12,24
cdc,cyber170815,50,2620,10480,30,12,24
cdc,cyber170825,50,2620,10480,30,12,24
cdc,cyber170835,56,5240,20970,30,12,24
cdc,cyber170845,64,5240,20970,30,12,24
cdc,omega480i,50,500,2000,8,1,4
cdc,omega480ii,50,1000,4000,8,1,5
cdc,omega480iii,50,2000,8000,8,1,5
cambex,16361,50,1000,4000,8,3,5
cambex,163610,50,1000,8000,8,3,5
cambex,16411,50,2000,16000,8,3,5
cambex,164111,50,2000,16000,8,3,6
cambex,16511,50,2000,16000,8,3,6
dec,decsys101091,133,1000,12000,9,3,12
dec,decsys202060,133,1000,8000,9,3,12
dec,microvax1,810,512,512,8,1,1
dec,vax11730,810,1000,5000,0,1,1
dec,vax11750,320,512,8000,4,1,5
dec,vax11780,200,512,8000,8,1,8
dg,eclipsec350,700,384,8000,0,1,1
dg,eclipsem600,700,256,2000,0,1,1
dg,eclipsemv10000,140,1000,16000,16,1,3
dg,eclipsemv4000,200,1000,8000,0,1,2
dg,eclipsemv6000,110,1000,4000,16,1,2
dg,eclipsemv8000,110,1000,12000,16,1,2
dg,eclipsemv8000ii,220,1000,8000,16,1,2
formation,f4000100,800,256,8000,0,1,4
formation,f4000200,800,256,8000,0,1,4
formation,f4000200ap,800,256,8000,0,1,4
formation,f4000300,800,256,8000,0,1,4
formation,f4000300ap,800,256,8000,0,1,4
fourphase,2000260,125,512,1000,0,8,20
gould,concept328705,75,2000,8000,64,1,38
gould,concept328750,75,2000,16000,64,1,38
gould,concept328780,75,2000,16000,128,1,38
hp,300030,90,256,1000,0,3,10
hp,300040,105,256,2000,0,3,10
hp,300044,105,1000,4000,0,3,24
hp,300048,105,2000,4000,8,3,19
hp,300064,75,2000,8000,8,3,24
hp,300088,75,3000,8000,8,3,48
hp,3000iii,175,256,2000,0,3,24
harris,100,300,768,3000,0,6,24
harris,300,300,768,3000,6,6,24
harris,500,300,768,12000,6,6,24
harris,600,300,768,4500,0,1,24
harris,700,300,384,12000,6,1,24
harris,80,300,192,768,6,6,24
harris,800,180,768,12000,6,1,31
honeywell,dps635,330,1000,3000,0,2,4
honeywell,dps692,300,1000,4000,8,3,64
honeywell,dps696,300,1000,16000,8,2,112
honeywell,dps735,330,1000,2000,0,1,2
honeywell,dps745,330,1000,4000,0,3,6
honeywell,dps755,140,2000,4000,0,3,6
honeywell,dps765,140,2000,4000,0,4,8
honeywell,dps844,140,2000,4000,8,1,20
honeywell,dps849,140,2000,32000,32,1,20
honeywell,dps850,140,2000,8000,32,1,54
honeywell,dps852,140,2000,32000,32,1,54
honeywell,dps862,140,2000,32000,32,1,54
honeywell,dps820,140,2000,4000,8,1,20
ibm,3033s,57,4000,16000,1,6,12
ibm,3033u,57,4000,24000,64,12,16
ibm,3081,26,16000,32000,64,16,24
ibm,3081d,26,16000,32000,64,8,24
ibm,3083b,26,8000,32000,0,8,24
ibm,3083e,26,8000,16000,0,8,16
ibm,3701252,480,96,512,0,1,1
ibm,370148,203,1000,2000,0,1,5
ibm,3701583,115,512,6000,16,1,6
ibm,383,1100,512,1500,0,1,1
ibm,384,1100,768,2000,0,1,1
ibm,385,600,768,2000,0,1,1
ibm,387,400,2000,4000,0,1,1
ibm,388,400,4000,8000,0,1,1
ibm,4321,900,1000,1000,0,1,2
ibm,43311,900,512,1000,0,1,2
ibm,433111,900,1000,4000,4,1,2
ibm,43312,900,1000,4000,8,1,2
ibm,4341,900,2000,4000,0,3,6
ibm,43411,225,2000,4000,8,3,6
ibm,434110,225,2000,4000,8,3,6
ibm,434111,180,2000,8000,8,1,6
ibm,434112,185,2000,16000,16,1,6
ibm,43412,180,2000,16000,16,1,6
ibm,43419,225,1000,4000,2,3,6
ibm,43614,25,2000,12000,8,1,4
ibm,43615,25,2000,12000,16,3,5
ibm,43811,17,4000,16000,8,6,12
ibm,43812,17,4000,16000,32,6,12
ibm,8130a,1500,768,1000,0,0,0
ibm,8130b,1500,768,2000,0,0,0
ibm,8140,800,768,2000,0,0,0
ipl,4436,50,2000,4000,0,3,6
ipl,4443,50,2000,8000,8,3,6
ipl,4445,50,2000,8000,8,1,6
ipl,4446,50,2000,16000,24,1,6
ipl,4460,50,2000,16000,24,1,6
ipl,4480,50,8000,16000,48,1,10
magnuson,m8030,100,1000,8000,0,2,6
magnuson,m8031,100,1000,8000,24,2,6
magnuson,m8032,100,1000,8000,24,3,6
magnuson,m8042,50,2000,16000,12,3,16
magnuson,m8043,50,2000,16000,24,6,16
magnuson,m8044,50,2000,16000,24,6,16
microdata,seq.ms3200,150,512,4000,0,8,128
nas,as3000,115,2000,8000,16,1,3
nas,as3000n,115,2000,4000,2,1,5
nas,as5000,92,2000,8000,32,1,6
nas,as5000e,92,2000,8000,32,1,6
nas,as5000n,92,2000,8000,4,1,6
nas,as6130,75,4000,16000,16,1,6
nas,as6150,60,4000,16000,32,1,6
nas,as6620,60,2000,16000,64,5,8
nas,as6630,60,4000,16000,64,5,8
nas,as6650,50,4000,16000,64,5,10
nas,as7000,72,4000,16000,64,8,16
nas,as7000n,72,2000,8000,16,6,8
nas,as8040,40,8000,16000,32,8,16
nas,as8050,40,8000,32000,64,8,24
nas,as8060,35,8000,32000,64,8,24
nas,as9000dpc,38,16000,32000,128,16,32
nas,as9000n,48,4000,24000,32,8,24
nas,as9040,38,8000,32000,64,8,24
nas,as9060,30,16000,32000,256,16,24
ncr,v8535ii,112,1000,1000,0,1,4
ncr,v8545ii,84,1000,2000,0,1,6
ncr,v8555ii,56,1000,4000,0,1,6
ncr,v8565ii,56,2000,6000,0,1,8
ncr,v8565iie,56,2000,8000,0,1,8
ncr,v8575ii,56,4000,8000,0,1,8
ncr,v8585ii,56,4000,12000,0,1,8
ncr,v8595ii,56,4000,16000,0,1,8
ncr,v8635,38,4000,8000,32,16,32
ncr,v8650,38,4000,8000,32,16,32
ncr,v8655,38,8000,16000,64,4,8
ncr,v8665,38,8000,24000,160,4,8
ncr,v8670,38,4000,16000,128,16,32
nixdorf,889030,200,1000,2000,0,1,2
nixdorf,889050,200,1000,4000,0,1,4
nixdorf,889070,200,2000,8000,64,1,5
perkinelmer,3205,250,512,4000,0,1,7
perkinelmer,3210,250,512,4000,0,4,7
perkinelmer,3230,250,1000,16000,1,1,8
prime,502250,160,512,4000,2,1,5
prime,50250ii,160,512,2000,2,3,8
prime,50550ii,160,1000,4000,8,1,14
prime,50750ii,160,1000,8000,16,1,14
prime,50850ii,160,2000,8000,32,1,13
siemens,7.521,240,512,1000,8,1,3
siemens,7.531,240,512,2000,8,1,5
siemens,7.536,105,2000,4000,8,3,8
siemens,7.541,105,2000,6000,16,6,16
siemens,7.551,105,2000,8000,16,4,14
siemens,7.561,52,4000,16000,32,4,12
siemens,7.8652,70,4000,12000,8,6,8
siemens,7.8702,59,4000,12000,32,6,12
siemens,7.8722,59,8000,16000,64,12,24
siemens,7.8752,26,8000,24000,32,8,16
siemens,7.8802,26,8000,32000,64,12,16
siemens,7.8812,26,8000,32000,128,24,32
sperry,110061h1,116,2000,8000,32,5,28
sperry,110081,50,2000,32000,24,6,26
sperry,110082,50,2000,32000,48,26,52
sperry,110083,50,2000,32000,112,52,104
sperry,110084,50,4000,32000,112,52,104
sperry,110093,30,8000,64000,96,12,176
sperry,110094,30,8000,64000,128,12,176
sperry,803,180,262,4000,0,1,3
sperry,804,180,512,4000,0,1,3
sperry,805,180,262,4000,0,1,3
sperry,806,180,512,4000,0,1,3
sperry,808,124,1000,8000,0,1,8
sperry,9080model3,98,1000,8000,32,2,8
sratus,32,125,2000,8000,0,2,14
wang,vs100,480,512,8000,32,0,0
wang,vs90,480,1000,4000,0,0,0
